STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,milkitem,Item of milk,dairyprod,Dairy and other animal products (except meat),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2007-11,,64.29,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2007-12,,74.06,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-01,,79.07,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-02,,83.42,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-03,,90.32,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-04,,79.15,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-05,,77.94,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-06,,74.26,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-07,,73.28,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-08,,66.1,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-09,,66.85,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-10,,62.24,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-11,,61.97,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2008-12,,67.86,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-01,,68.36,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-02,,64.19,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-03,,79.3,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-04,,79.58,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-05,,81.18,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-06,,71.84,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-07,,67.92,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-08,,62.07,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-09,,63.65,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-10,,63.3,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-11,,64.44,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2009-12,,71.03,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-01,,70.26,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-02,,66.61,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-03,,78.62,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-04,,73.54,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-05,,76.44,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-06,,69.15,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-07,,66.04,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-08,,68.96,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-09,,60.99,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-10,,60.46,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-11,,64,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2010-12,,77.31,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-01,,81.08,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-02,,70.87,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-03,,75.71,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-04,,77.79,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-05,,74.71,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-06,,68.74,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-07,,66.34,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-08,,63.88,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-09,,68.14,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-10,,69.39,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-11,,64.51,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2011-12,,71.09,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-01,,76.97,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-02,,74.37,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-03,,77.14,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-04,,75.02,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-05,,78.52,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-06,,71.36,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-07,,71.14,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-08,,68.54,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-09,,60.6,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-10,,66.39,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-11,,66.28,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2012-12,,71.13,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-01,,75.22,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-02,,66.79,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-03,,74.37,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-04,,74.77,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-05,,79.89,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-06,,74.93,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-07,,72.23,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-08,,66.93,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-09,,60.73,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-10,,61.68,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-11,,59.46,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2013-12,,70.51,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-01,,72.23,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-02,,66.49,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-03,,76.55,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-04,,77.89,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-05,,78.49,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-06,,67.1,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-07,,72.88,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-08,,70.18,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-09,,64.54,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-10,,63.53,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-11,,57.9,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2014-12,,64.92,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-01,,66.54,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-02,,57.05,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-03,,69.35,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-04,,74.03,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-05,,73.06,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-06,,67.92,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-07,,59.98,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-08,,59.34,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-09,,52.53,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-10,,51.41,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-11,,51.43,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2015-12,,58.77,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-01,,64.88,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-02,,65.81,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-03,,64.52,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-04,,64.65,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-05,,65.49,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-06,,59.54,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-07,,59.04,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-08,,56.52,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-09,,53.91,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-10,,53.75,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-11,,50.23,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2016-12,,57.51,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-01,,62.09,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-02,,60.31,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-03,,66.15,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-04,,64.91,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-05,,65.86,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-06,,59.43,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-07,,55.47,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-08,,55.18,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-09,,51.94,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-10,,56.51,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-11,,57.73,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2017-12,,65.08,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-01,,68.06,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-02,,60.06,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-03,,67.81,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-04,,71.19,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-05,,72.68,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-06,,67.05,,,,,
dataflow,ESTAT:APRO_MK_COLM(1.0),Production of main cows' milk products - monthly data,M,Monthly,PRD,Product obtained,D2100,Drinking milk,THS_T,Thousand tonnes,PT,Portugal,2018-07,,62.09,,,,,
